City,Year,Cityyear,UHI,City2,Country,Year3,Cityyear4,WCH,environmental firms,GVAAgr,GVAConst,GVAConstrs,GVAFire,GVAManufElec,GVAManufElecpc,GVAAdmin,GVAAdminpc,GVA,GDP,Publictranspopass,Density,Densityrs,Population,Income,Gini,GVAAgrpc,GVAConstpc,GVAConstpcrs,GVAFirepc,Populationpc,Incomepc,IncomepcSQ,CO,NO2,PM10,PM10pc,PM2.5,SO2,green bonds issued,Long,Lat
New York,2014,New York2014,,New York,USA,2014,New York2014,11803,306,5.2282,331.6936,3.316936,598.12386,731.7366,3.673192109,252.52356,1.267624918,1193.92652,1276.97626,43.582769,9.273,0.09273,199.21,880.40252,49.6,26.26,166.502,1.66502,300.2474,351.8622,4.419462,195316.4437,0.4,55.7,16.1,0.080819236,8.7,2.3,0,-74.0059433,40.7127832
New York,2011,New York2011,,New York,USA,2011,New York2011,11803,306,5.3658,273.8748,2.738748,524.84296,714.5692,3.626849793,232.96994,1.182456477,1071.73806,1148.33984,40.997101,9.172,0.09172,197.022,810.97498,49.4,27.22,139.01,1.3901,266.388,319.2902,4.116164,169428.0607,0.5,61.1,29.3,0.148714357,10.1,5.3,0,-74.0059433,40.7127832
New York,2016,New York2016,,New York,USA,2016,New York2016,11803,306,4.2908,385.6194,3.856194,636.1271,760.765,3.797824437,266.82104,1.332000639,1263.37466,1350.90844,42.129014,9.325,0.09325,200.316,930.5468,49.5,21.44,192.504,1.92504,317.5624,371.1576,4.645402,215797.5974,0.4,52.3,16.4,0.081870644,7.8,1,0,-74.0059433,40.7127832
New York,2015,New York2015,,New York,USA,2015,New York2015,11803,306,4.4762,362.6454,3.626454,620.86328,762.2078,3.818064238,260.54134,1.305108099,1234.56432,1320.2302,42.65917,9.293,0.09293,199.632,912.41824,49.6,22.44,181.654,1.81654,311.0032,362.7554,4.57049,208893.7884,0.4,55.2,19.5,0.097679731,9.1,1.9,0,-74.0059433,40.7127832
New York,2017,New York2017,,New York,USA,2017,New York2017,11803,306,4.5508,386.807,3.86807,663.78958,755.9234,3.760775515,276.89412,1.377568979,1306.06928,1395.07378,43.101009,9.357,0.09357,201.002,958.79476,49.5,22.62,192.436,1.92436,330.2406,381.972,4.77008,227536.6321,0.3,51.1,14.4,0.071641078,7.4,0.6,0,-74.0059433,40.7127832
New York,2010,New York2010,,New York,USA,2010,New York2010,11803,306,4.4364,273.6116,2.736116,512.75698,762.468,3.889150727,231.11588,1.178861923,1056.33754,1131.85134,40.80681,9.126,0.09126,196.05,778.7838,48.7,22.64,139.564,1.39564,261.5442,313.7822,3.972378,157797.8697,0.4,55.9,27.5,0.140270339,9.6,6.5,0,-74.0059433,40.7127832
Osaka,2005,Osaka2005,2.074323482,Osaka,Japan,2005,Osaka2005,3556,2,16.6052,178.9441,1.789441,93.99226,846.2978,4.394822581,61.90561,0.321475694,341.32658,343.57347,31.117872,14.762,0.14762,192.567,212.05331,33.8,86.24,92.926,0.92926,48.8103,96.3414,1.101194,12126.28226,1.1,56.8,33.3,0.172926825,,14.1,0,135.5023022,34.69369685
Osaka,2006,Osaka2006,2.126411779,Osaka,Japan,2006,Osaka2006,3556,2,15.4982,169.6112,1.696112,94.08018,808.6996,4.194391224,61.85369,0.320809574,335.53864,337.80292,31.101935,14.781,0.14781,192.805,206.88803,35.1,80.38,87.972,0.87972,48.7955,95.6279,1.073046,11514.27718,1,57.2,33.1,0.171676046,,14.9,0,135.5023022,34.69369685
Osaka,2007,Osaka2007,2.135429657,Osaka,Japan,2007,Osaka2007,3556,2,15.3575,170.5055,1.705055,94.30949,801.7482,4.152457556,62.63155,0.324384705,337.97546,340.24131,31.385319,14.802,0.14802,193.078,207.17632,35.7,79.52,88.311,0.88311,48.8451,96.3807,1.073017,11513.65482,0.9,52.4,30.3,0.156931396,,11.9,0,135.5023022,34.69369685
New York,2007,New York2007,,New York,USA,2007,New York2007,11803,306,4.2354,320.9736,3.209736,482.8321,722.9048,3.74443725,209.16642,1.083421406,1008.53898,1081.15794,40.5399,8.987,0.08987,193.061,757.2971,48.3,21.94,166.252,1.66252,250.0936,317.99,3.922586,153866.8093,0.6,65.1,26.7,0.138298258,13.4,13.2,0,-74.0059433,40.7127832
New York,2008,New York2008,,New York,USA,2008,New York2008,11803,306,4.6118,322.4056,3.224056,462.91492,732.7876,3.779749525,216.42782,1.116343876,994.75604,1066.14852,41.59309,9.025,0.09025,193.872,770.40118,48.6,23.78,166.3,1.663,238.7736,314.1702,3.973768,157908.3212,0.5,64.4,30.7,0.158351902,11.9,10.9,0,-74.0059433,40.7127832
New York,2009,New York2009,,New York,USA,2009,New York2009,11803,306,3.29,292.9344,2.929344,479.96036,761.911,3.90972208,223.57058,1.147245325,1009.7856,1082.0986,40.194295,9.072,0.09072,194.876,764.97882,48.8,16.88,150.316,1.50316,246.29,306.0258,3.925462,154092.5191,0.4,58.8,27.4,0.140602229,9.7,7.1,0,-74.0059433,40.7127832
Osaka,2008,Osaka2008,2.196365107,Osaka,Japan,2008,Osaka2008,3556,2,15.9295,184.2278,1.842278,97.32815,845.7455,4.37638679,66.78662,0.345593422,354.92171,358.14049,31.196576,14.815,0.14815,193.252,221.73469,34.4,82.42,95.331,0.95331,50.3635,102.4405,1.14739,13165.03812,0.8,51.7,28,0.144888539,,12.8,0,135.5023022,34.69369685
Bangkok,2017,Bangkok2017,2.156349056,Bangkok,Thailand,2017,Bangkok2017,3151,15,9.084,29.0149,0.290149,25.63404,297.397,1.704095256,18.55124,0.106299257,123.92579,123.92579,6.524152,22.475,0.22475,174.519,54.00909,41.4,52.05,16.626,0.16626,14.6883,32.4058,0.309475,957.7477563,,,,,,,0,100.5017657,13.75633121
Osaka,2009,Osaka2009,2.405971265,Osaka,Japan,2009,Osaka2009,3556,2,15.415,175.1847,1.751847,98.17493,745.8215,3.858801829,69.55613,0.359876085,345.35505,348.16497,30.779387,14.817,0.14817,193.278,227.49022,35.2,79.76,90.639,0.90639,50.7947,101.1364,1.177012,13853.57248,0.8,49.3,26.1,0.135038649,,12.3,0,135.5023022,34.69369685
Osaka,2010,Osaka2010,2.305688682,Osaka,Japan,2010,Osaka2010,3556,2,17.2962,164.1146,1.641146,100.69608,858.4818,4.438433461,71.99091,0.372199928,367.21864,369.98736,30.551461,14.828,0.14828,193.42,234.28039,34.8,89.42,84.849,0.84849,52.0608,103.628,1.211253,14671.3383,0.7,47.6,25.3,0.130803433,,13.1,0,135.5023022,34.69369685
Bangkok,2016,Bangkok2016,1.569627889,Bangkok,Thailand,2016,Bangkok2016,3151,15,8.9422,27.0727,0.270727,23.6194,281.2022,1.634316899,16.33909,0.094961031,113.72841,113.72841,6.447776,22.159,0.22159,172.061,50.62577,41.8,51.96,15.733,0.15733,13.7274,30.6391,0.294232,865.7246982,,,,,,,0,100.5017657,13.75633121
Osaka,2011,Osaka2011,2.611197845,Osaka,Japan,2011,Osaka2011,3556,2,18.1001,169.7219,1.697219,106.48701,806.6551,4.175536012,75.85237,0.392639063,376.72896,378.56144,30.664938,14.81,0.1481,193.186,240.61522,35.3,93.7,87.854,0.87854,55.1215,108.8407,1.245509,15512.92669,0.7,46.3,23.5,0.121644426,18.2,13.9,0,135.5023022,34.69369685
New York,2006,New York2006,,New York,USA,2006,New York2006,11803,306,3.4742,306.3968,3.063968,469.18034,714.6532,3.708072994,199.80038,1.036690794,971.31312,1041.62656,35.56942,8.972,0.08972,192.729,721.77888,49.2,18.02,158.978,1.58978,243.4402,302.6868,3.745042,140253.3958,0.6,67.2,27.3,0.141649674,12.2,13.1,0,-74.0059433,40.7127832
Osaka,2012,Osaka2012,2.551350334,Osaka,Japan,2012,Osaka2012,3556,2,19.3213,174.6145,1.746145,105.3419,792.294,4.106575858,76.45332,0.396268757,378.02795,379.66604,30.873625,14.791,0.14791,192.933,238.7426,35.5,100.14,90.504,0.90504,54.6003,108.0332,1.237438,15312.52804,0.6,45.5,22.9,0.118694054,17.4,12.1,0,135.5023022,34.69369685
Osaka,2013,Osaka2013,2.534916111,Osaka,Japan,2013,Osaka2013,3556,2,16.817,170.3318,1.703318,98.3041,727.0087,3.771241901,69.75277,0.361831391,350.044,351.49747,31.418971,14.779,0.14779,192.777,216.61213,35.4,87.22,88.356,0.88356,50.9936,103.7164,1.123639,12625.64602,0.6,44.5,24.3,0.126052382,18.1,12.2,0,135.5023022,34.69369685
Bangkok,2015,Bangkok2015,1.77666672,Bangkok,Thailand,2015,Bangkok2015,3151,15,8.355,24.4122,0.244122,21.97597,268.8053,1.588280165,14.74519,0.087124371,104.25269,104.25269,6.35847,21.796,0.21796,169.243,46.82132,42.5,49.37,14.425,0.14425,12.985,28.8475,0.276653,765.3688241,0.9,35.6,42.2,0.249345615,26.5,6.7,0,100.5017657,13.75633121
Osaka,2014,Osaka2014,2.430372693,Osaka,Japan,2014,Osaka2014,3556,2,15.4771,176.5335,1.765335,94.99407,735.6811,3.819299457,67.44544,0.350144013,342.97488,344.46506,31.504867,14.767,0.14767,192.622,207.99963,35.8,80.35,91.646,0.91646,49.3163,101.1912,1.079833,11660.39308,0.5,42.8,22.6,0.117328239,17.2,11.4,0,135.5023022,34.69369685
Osaka,2015,Osaka2015,2.568665259,Osaka,Japan,2015,Osaka2015,3556,2,15.413,171.5634,1.715634,91.81457,760.8935,3.952467651,64.82375,0.336727512,334.4551,335.8253,32.438105,14.758,0.14758,192.511,198.83847,35.9,80.06,89.118,0.89118,47.6931,96.4493,1.032869,10668.18371,0.5,42.4,21.7,0.112720832,15.7,11.6,0,135.5023022,34.69369685
Osaka,2016,Osaka2016,2.664214264,Osaka,Japan,2016,Osaka2016,3556,2,15.6588,184.6998,1.846998,96.27476,814.7923,4.235789851,67.60899,0.351472975,352.33475,353.73033,32.598532,14.747,0.14747,192.359,208.88493,36,81.39,96.018,0.96018,50.0495,100.1649,1.085912,11792.04872,0.4,40.3,20.3,0.105531844,14.7,11.6,0,135.5023022,34.69369685
Osaka,2017,Osaka2017,2.444197502,Osaka,Japan,2017,Osaka2017,3556,2,15.4487,188.8409,1.888409,95.83105,835.2003,4.347329766,67.15973,0.349575417,353.04523,354.422,32.95463,14.728,0.14728,192.118,208.25257,36.1,80.42,98.293,0.98293,49.8813,100.3268,1.083981,11750.14808,,,,,,,0,135.5023022,34.69369685
New York,2005,New York2005,,New York,USA,2005,New York2005,11803,306,3.6418,297.2334,2.972334,438.9534,695.4524,3.606856349,193.77204,1.004968726,925.84718,991.6736,34.530932,8.976,0.08976,192.814,680.57084,49.1,18.88,154.158,1.54158,227.6568,290.5746,3.529678,124586.2678,0.7,72.6,20.6,0.106838715,14.2,17.4,0,-74.0059433,40.7127832
Bangkok,2013,Bangkok2013,2.09849151,Bangkok,Thailand,2013,Bangkok2013,3151,15,9.8185,20.9073,0.209073,20.01895,261.1083,1.606642341,12.51426,0.077002301,95.91247,95.91247,6.1934,20.93,0.2093,162.518,47.93838,43.4,60.4,12.864,0.12864,12.318,31.4716,0.294971,870.0789084,0.8,39.5,46.6,0.286737469,48.5,8.3,0,100.5017657,13.75633121
Bangkok,2014,Bangkok2014,1.909402287,Bangkok,Thailand,2014,Bangkok2014,3151,15,9.0912,20.4058,0.204058,21.1961,268.2745,1.615683192,14.18582,0.085434102,99.77867,99.77867,6.16462,21.384,0.21384,166.044,46.59176,43.1,54.76,12.291,0.12291,12.7654,29.1621,0.280598,787.352376,0.9,36.7,45.7,0.275228253,29.3,7.2,0,100.5017657,13.75633121
Seoul,2008,Seoul2008,1.313129094,Seoul,South Korea,2008,Seoul2008,3177,43,16.6826,143.2719,1.432719,68.36646,471.5272,1.975024398,45.7482,0.19161951,229.38719,255.01275,37.4198,20.218,0.20218,238.745,151.72114,35.1,69.87,60.011,0.60011,28.6359,58.6086,0.635495,4038.53895,0.7,64.7,56.7,0.237491885,,15.9,0,126.977968,37.56653514
Seoul,2005,Seoul2005,1.392069239,Seoul,South Korea,2005,Seoul2005,3177,43,19.7858,140.7752,1.407752,57.59116,443.7809,1.914449583,36.24974,0.156379645,199.64793,220.56009,36.51095,19.631,0.19631,231.806,136.35612,35.1,85.35,60.729,0.60729,24.8446,52.0226,0.588234,3460.192388,0.8,58.7,61.7,0.26617085,,15.5,0,126.977968,37.56653514
Seoul,2009,Seoul2009,1.427426133,Seoul,South Korea,2009,Seoul2009,3177,43,15.7816,144.4937,1.444937,65.163,470.6077,1.955910444,45.52783,0.189219934,225.37395,250.14246,37.7483,20.376,0.20376,240.608,145.64628,35,65.58,60.054,0.60054,27.0826,56.3443,0.605327,3664.207769,0.7,62.3,58.5,0.24313406,,14.8,0,126.977968,37.56653514
Seoul,2007,Seoul2007,1.307139848,Seoul,South Korea,2007,Seoul2007,3177,43,19.1484,153.7126,1.537126,68.7568,513.168,2.172415545,45.24851,0.191552409,235.6921,260.95095,36.9818,20.005,0.20005,236.22,154.83189,35.3,81.06,65.073,0.65073,29.1071,59.9822,0.655455,4296.21257,0.8,63.8,63.5,0.268817204,,17.4,0,126.977968,37.56653514
Seoul,2016,Seoul2016,1.066224149,Seoul,South Korea,2016,Seoul2016,3177,43,19.1833,198.489,1.98489,88.83894,784.4726,3.116003591,62.29175,0.247429058,325.31143,360.10426,38.70825,21.32,0.2132,251.756,203.41882,35.1,76.2,78.841,0.78841,35.2876,70.1218,0.808,6528.64,,,,,,,0,126.977968,37.56653514
Seoul,2017,Seoul2017,0.862769804,Seoul,South Korea,2017,Seoul2017,3177,43,21.1982,230.5262,2.305262,93.33508,853.7312,3.375565704,66.4298,0.262656624,346.51875,382.65018,38.32865,21.418,0.21418,252.915,213.81706,35.1,83.82,91.149,0.91149,36.9037,72.6216,0.845412,7147.214497,,,,,,,0,126.977968,37.56653514
Seoul,2006,Seoul2006,1.334803345,Seoul,South Korea,2006,Seoul2006,3177,43,20.0825,144.5565,1.445565,62.26669,479.752,2.048943821,40.88342,0.174606528,216.77761,240.13087,37.1862,19.829,0.19829,234.146,146.42165,35.1,85.78,61.739,0.61739,26.5931,56.0182,0.625343,3910.538676,0.8,62.3,63.2,0.26991706,,16.4,0,126.977968,37.56653514
Seoul,2010,Seoul2010,1.062671326,Seoul,South Korea,2010,Seoul2010,3177,43,16.5068,144.2781,1.442781,72.18467,572.1811,2.360132571,49.41339,0.203820348,253.82214,281.65215,38.4345,20.531,0.20531,242.436,159.58982,35.1,68.09,59.512,0.59512,29.7748,61.3573,0.658277,4333.286087,0.7,59.5,55.1,0.227276477,,14,0,126.977968,37.56653514
Seoul,2011,Seoul2011,0.935437401,Seoul,South Korea,2011,Seoul2011,3177,43,17.3967,140.3492,1.403492,77.19289,596.0974,2.434342304,52.42442,0.214090824,268.09549,297.4072,39.18275,20.737,0.20737,244.87,170.12496,35.2,71.04,57.315,0.57315,31.524,65.469,0.694757,4826.87289,0.7,61.9,53.3,0.217666517,,13.5,0,126.977968,37.56653514
Seoul,2015,Seoul2015,1.124261998,Seoul,South Korea,2015,Seoul2015,3177,43,19.4369,166.6479,1.666479,87.15574,764.5928,3.052266667,59.7614,0.238568463,312.85073,346.98554,39.1353,21.214,0.21214,250.5,198.95426,35.1,77.59,66.526,0.66526,34.7927,68.8883,0.794229,6307.997044,0.6,58.5,50.1,0.2,,13.3,0,126.977968,37.56653514
Seoul,2012,Seoul2012,0.998433735,Seoul,South Korea,2012,Seoul2012,3177,43,17.0251,133.0635,1.330635,78.65673,617.1927,2.504535568,54.20269,0.21995167,274.62339,304.12089,39.21195,20.869,0.20869,246.43,173.9428,35,69.09,53.996,0.53996,31.9184,66.2539,0.70585,4982.242225,0.7,57.6,45.5,0.184636611,,14.2,0,126.977968,37.56653514
Seoul,2014,Seoul2014,1.004658751,Seoul,South Korea,2014,Seoul2014,3177,43,20.0065,156.0775,1.560775,85.85168,727.5823,2.920000241,59.2864,0.237933636,305.76524,338.99308,40.07335,21.101,0.21101,249.172,193.85798,35.1,80.28,62.639,0.62639,34.4548,69.9577,0.77801,6052.995601,0.7,60.2,50.9,0.204276564,,14.3,0,126.977968,37.56653514
Seoul,2013,Seoul2013,0.925766243,Seoul,South Korea,2013,Seoul2013,3177,43,17.5088,140.7193,1.407193,80.3729,693.093,2.796511487,56.43542,0.227707249,289.59083,320.74374,39.59155,20.989,0.20989,247.842,183.21499,35.1,70.63,56.778,0.56778,32.4291,67.7493,0.739242,5464.787346,0.7,59.3,50.6,0.204162329,,14,0,126.977968,37.56653514
Bangkok,2012,Bangkok2012,2.16244472,Bangkok,Thailand,2012,Bangkok2012,3151,15,9.2544,19.5954,0.195954,17.98206,254.6079,1.60701802,11.0028,0.069446776,89.80765,89.80765,6.00234,20.404,0.20404,158.435,48.69579,49.5,58.41,12.368,0.12368,11.3498,30.077,0.307355,944.6709603,0.9,41.9,42.7,0.269511156,33.7,6.6,0,100.5017657,13.75633121
Bangkok,2011,Bangkok2011,2.239086122,Bangkok,Thailand,2011,Bangkok2011,3151,15,8.0061,19.6199,0.196199,15.68862,236.0627,1.534010241,11.28716,0.073347543,82.58402,82.58402,5.850056,19.818,0.19818,153.886,44.42696,52.5,52.04,12.751,0.12751,10.1948,26.2977,0.288701,833.482674,0.8,40,43.7,0.28397645,33,8.2,0,100.5017657,13.75633121
Bangkok,2010,Bangkok2010,2.108979273,Bangkok,Thailand,2010,Bangkok2010,3151,15,7.6311,19.6693,0.196693,14.06315,235.2655,1.579153858,10.54466,0.070778081,78.27839,78.27839,5.908816,19.186,0.19186,148.982,41.09901,43.8,51.24,13.203,0.13203,9.4394,25.3199,0.275864,761.009465,0.9,39.5,44.8,0.300707468,,10,0,100.5017657,13.75633121
Bangkok,2009,Bangkok2009,2.10322481,Bangkok,Thailand,2009,Bangkok2009,3151,15,7.3878,16.4388,0.164388,12.69091,196.4566,1.363505504,9.88939,0.068637234,69.52415,69.52415,6.044752,18.555,0.18555,144.082,35.39141,37,51.28,11.409,0.11409,8.8081,23.1142,0.245635,603.3655323,0.9,43.8,47,0.326203134,,10.7,0,100.5017657,13.75633121
Bangkok,2008,Bangkok2008,2.222099588,Bangkok,Thailand,2008,Bangkok2008,3151,15,7.3106,18.249,0.18249,13.11387,204.1957,1.4681677,9.64239,0.069328813,70.77211,70.77211,7.780595,17.911,0.17911,139.082,36.63464,48.9,52.57,13.121,0.13121,9.429,24.2291,0.263402,693.806136,0.9,43.6,52.4,0.376756158,,12.8,0,100.5017657,13.75633121
Bangkok,2007,Bangkok2007,2.117734965,Bangkok,Thailand,2007,Bangkok2007,3151,15,6.3279,18.0309,0.180309,12.40772,197.0954,1.47006034,8.7955,0.065602321,67.29145,67.29145,8.098746,17.266,0.17266,134.073,33.16597,51.3,47.2,13.447,0.13447,9.2545,21.1511,0.247373,611.9340113,0.9,40.7,58.9,0.439312912,,13.7,0,100.5017657,13.75633121
Los Angeles,2017,Los Angeles2017,2.423337808,Los Angeles,USA,2017,Los Angeles2017,1687,170,3.1528,223.948,2.23948,335.02756,750.4806,5.643517495,163.298,1.227979937,792.49782,846.90016,6.545678,10.59,0.1059,132.981,552.54326,50.1,23.74,168.404,1.68404,251.9358,337.2368,4.155046,172644.0726,0.4,48.7,21.4,0.160925245,9.1,1.3,49.244,-118.243686,34.05223287
Los Angeles,2016,Los Angeles2016,1.860538459,Los Angeles,USA,2016,Los Angeles2016,1687,170,3.053,217.5418,2.175418,317.63662,760.0246,5.748007926,157.89088,1.194116651,763.05716,816.12796,6.562941,10.53,0.1053,132.224,535.10134,50.1,23.06,164.524,1.64524,240.226,328.0692,4.046932,163776.5861,0.4,52.6,26.4,0.199661181,10.1,1.2,49.244,-118.243686,34.05223287
Los Angeles,2015,Los Angeles2015,1.825550374,Los Angeles,USA,2015,Los Angeles2015,1687,170,3.0764,200.9496,2.009496,311.96334,742.6344,5.648569668,150.46494,1.144455059,738.31036,789.94796,6.564591,10.47,0.1047,131.473,519.34854,50.1,23.4,152.842,1.52842,237.2826,318.9426,3.95022,156042.3805,0.4,54.9,25.2,0.191674336,10.2,1.2,18.2645,-118.243686,34.05223287
Los Angeles,2014,Los Angeles2014,1.485913917,Los Angeles,USA,2014,Los Angeles2014,1687,170,3.182,182.3362,1.823362,288.74486,757.233,5.789243119,143.51262,1.097191284,696.45734,745.24836,6.822094,10.416,0.10416,130.8,489.8036,50,24.32,139.4,1.394,220.7534,305.249,3.744688,140226.8822,0.4,55.5,27.9,0.213302752,11.1,1.4,0,-118.243686,34.05223287
Los Angeles,2013,Los Angeles2013,1.604707591,Los Angeles,USA,2013,Los Angeles2013,1687,170,3.353,172.9032,1.729032,266.3315,741.7986,5.702414575,138.05984,1.061304839,661.22178,707.32198,6.818095,10.359,0.10359,130.085,464.41554,50.1,25.76,132.916,1.32916,204.737,293.7632,3.570102,127456.2829,0.4,54.9,25.9,0.199100588,10.6,1.1,0,-118.243686,34.05223287
Los Angeles,2012,Los Angeles2012,2.073576964,Los Angeles,USA,2012,Los Angeles2012,1687,170,3.5374,154.0812,1.540812,258.00236,723.7628,5.587909483,133.75706,1.032689638,638.65008,683.43892,6.71381,10.314,0.10314,129.523,476.47626,49.3,27.28,118.964,1.18964,199.1942,293.3126,3.678696,135328.0426,0.5,57.1,24.3,0.187611467,10.6,1.1,0,-118.243686,34.05223287
Bangkok,2006,Bangkok2006,2.121484852,Bangkok,Thailand,2006,Bangkok2006,3151,15,6.3386,16.7009,0.167009,11.40553,186.1056,1.441193188,7.78833,0.060312469,61.46281,61.46281,8.432815,16.63,0.1663,129.133,28.43467,51.2,49.08,12.933,0.12933,8.8323,19.9815,0.220198,484.871592,1,41.6,61.5,0.476253165,,17.4,0,100.5017657,13.75633121
Buenos Aires,2017,Buenos Aires2017,0.938488154,Buenos Aires,Argentina,2017,Buenos Aires2017,1263,10,5.8744,51.0902,0.510902,21.81621,213.4593,1.498401634,21.91629,0.15384387,97.5549,107.16704,22.065929,37.191,0.37191,142.458,61.83942,38.7,41.23,35.862,0.35862,15.3141,42.926,0.434088,1884.323917,0.7,38.3,26.9,0.188827584,,,0,-58.38156088,-34.60368544
Los Angeles,2011,Los Angeles2011,2.629506357,Los Angeles,USA,2011,Los Angeles2011,1687,170,3.682,125.2288,1.252288,244.41294,702.923,5.447959698,129.44684,1.003269444,610.10246,653.70918,6.616909,10.275,0.10275,129.025,449.43098,49.1,28.56,97.06,0.9706,189.4314,278.0798,3.483292,121333.2316,0.5,59.1,25.6,0.198411161,11.3,1.3,0,-118.243686,34.05223287
Los Angeles,2010,Los Angeles2010,2.778111171,Los Angeles,USA,2010,Los Angeles2010,1687,170,4.3082,127.2628,1.272628,239.26102,714.8388,5.561433073,125.3697,0.975374023,598.26532,641.0332,6.716691,10.236,0.10236,128.535,430.59664,47.9,33.52,99.01,0.9901,186.145,272.055,3.35004,112227.68,0.5,61.1,23.6,0.183607578,10.6,2,0,-118.243686,34.05223287
Los Angeles,2009,Los Angeles2009,2.171194186,Los Angeles,USA,2009,Los Angeles2009,1687,170,4.989,145.3118,1.453118,232.27372,733.2462,5.72477378,121.93476,0.951998001,582.0999,623.7854,7.047675,10.2,0.102,128.083,418.2649,47.5,38.94,113.452,1.13452,181.3468,263.3034,3.265582,106640.258,0.5,65.8,29.1,0.227196427,13.6,2.8,0,-118.243686,34.05223287
Los Angeles,2007,Los Angeles2007,1.546913992,Los Angeles,USA,2007,Los Angeles2007,1687,170,6.6628,222.6036,2.226036,232.5163,727.239,5.716883239,117.38866,0.922801531,592.38558,635.03982,7.174111,10.13,0.1013,127.209,413.84442,47.8,52.4,174.988,1.74988,182.7838,271.6218,3.253278,105838.1775,0.6,70.7,33.2,0.260987823,14.4,4.3,0,-118.243686,34.05223287
Los Angeles,2008,Los Angeles2008,2.133495771,Los Angeles,USA,2008,Los Angeles2008,1687,170,6.132,188.4182,1.884182,243.25846,775.6158,6.076255611,121.49116,0.951774503,606.32144,649.83642,6.978251,10.165,0.10165,127.647,421.28712,48.3,48.06,147.608,1.47608,190.5718,269.0594,3.300416,108927.4577,0.6,71.1,29.7,0.232672918,13.2,3.2,0,-118.243686,34.05223287
Buenos Aires,2016,Buenos Aires2016,0.85462768,Buenos Aires,Argentina,2016,Buenos Aires2016,1263,10,4.8826,47.0595,0.470595,18.53114,181.4919,1.287286152,18.49738,0.131198258,83.1295,92.49922,21.914974,36.807,0.36807,140.988,53.44173,38.8,34.63,33.379,0.33379,13.1437,37.4754,0.379052,1436.804187,0.6,29.6,26.7,0.189377819,,,0,-58.38156088,-34.60368544
Los Angeles,2006,Los Angeles2006,2.407134362,Los Angeles,USA,2006,Los Angeles2006,1687,170,7.1288,231.3022,2.313022,224.92218,711.4144,5.593188304,112.60346,0.885296046,572.65366,614.10808,7.003891,10.129,0.10129,127.193,409.15586,48.3,56.04,181.852,1.81852,176.8356,265.2058,3.216822,103479.4378,0.6,71.8,29.9,0.23507583,14.1,3.7,0,-118.243686,34.05223287
Bangkok,2005,Bangkok2005,1.799056128,Bangkok,Thailand,2005,Bangkok2005,3151,15,5.5704,14.3268,0.143268,10.58862,174.0184,1.39954801,6.72708,0.054102735,56.6636,56.6636,8.717538,16.013,0.16013,124.339,25.60785,49.5,44.81,11.522,0.11522,8.516,18.789,0.205952,424.162263,1,39.4,62.2,0.500245297,,18.2,0,100.5017657,13.75633121
Los Angeles,2005,Los Angeles2005,2.762434254,Los Angeles,USA,2005,Los Angeles2005,1687,170,6.665,217.3878,2.173878,207.55026,682.7216,5.363766066,108.25522,0.850501398,539.13604,577.4679,6.660524,10.136,0.10136,127.284,383.5581,48.9,52.4,170.786,1.70786,163.0602,253.3806,3.013396,90805.55453,0.6,72,28.8,0.226265674,15.8,6.3,0,-118.243686,34.05223287
Nagoya,2005,Nagoya2005,1.855992067,Nagoya,Japan,2005,Nagoya2005,1324,1,16.1363,104.9325,1.049325,36.90735,676.2041,7.558477806,27.87702,0.311603903,183.80299,185.01295,8.245432,12.642,0.12642,89.463,110.34065,31.7,180.37,117.291,1.17291,41.2542,100.5272,1.233363,15211.8429,0.6,50.8,36,0.402400993,,10.5,0,136.9063973,35.18144671
Nagoya,2006,Nagoya2006,1.855079509,Nagoya,Japan,2006,Nagoya2006,1324,1,15.1011,106.0516,1.060516,37.36556,698.9151,7.778428099,27.73546,0.308675948,185.54382,186.79591,8.249904,12.697,0.12697,89.853,109.70506,32.9,168.06,118.027,1.18027,41.5852,99.801,1.220939,14906.92042,0.6,48.9,36,0.400654402,,10.5,0,136.9063973,35.18144671
